movie_name_script_slug_conventioned,movie_name_imsdb_conventioned,_merge_imsdb_scriptslug,movie_name_conventioned,movie_name_dailyscripts_conventioned,_merge_main_dailyscripts
,The Sandlot Kids,right_only,The Sandlot Kids,,left_only
The Santa Clause,,left_only,The Santa Clause,,left_only
The Savages,,left_only,The Savages,,left_only
The Searchers,The Searchers,both,The Searchers,The Searchers,both
The Secret Life Of Pets,,left_only,The Secret Life Of Pets,,left_only
The Secret Life Of Walter Mitty,The Secret Life Of Walter Mitty,both,The Secret Life Of Walter Mitty,The Secret Life Of Walter Mitty,both
The Sessions,The Sessions,both,The Sessions,,left_only
,The Seventh Seal,right_only,The Seventh Seal,,left_only
,,,,The Seventh Victim,right_only
The Shape Of Water,,left_only,The Shape Of Water,,left_only
The Shawshank Redemption,The Shawshank Redemption,both,The Shawshank Redemption,The Shawshank Redemption,both
The Shining,The Shining,both,The Shining,The Shining,both
,The Shipping News,right_only,The Shipping News,The Shipping News,both
,The Siege,right_only,The Siege,The Siege,both
The Silence Of The Lambs,,left_only,The Silence Of The Lambs,The Silence Of The Lambs,both
The Sisters Brothers,,left_only,The Sisters Brothers,,left_only
The Sixth Sense,The Sixth Sense,both,The Sixth Sense,The Sixth Sense,both
The Skeleton Key,,left_only,The Skeleton Key,,left_only
The Social Network,The Social Network,both,The Social Network,,left_only
The Son,,left_only,The Son,,left_only
The Song Of Names,,left_only,The Song Of Names,,left_only
,,,,The Spectacular Now,right_only
,,,,The Spirit Of St Louis,right_only
The Spy Who Dumped Me,,left_only,The Spy Who Dumped Me,,left_only
The Spy Who Loved Me,,left_only,The Spy Who Loved Me,,left_only
The Squid And The Whale,,left_only,The Squid And The Whale,,left_only
The Star Wars Holiday Special,,left_only,The Star Wars Holiday Special,,left_only
The Sting,The Sting,both,The Sting,The Sting,both
,,,,The Stunt Man,right_only
,The Stuntman,right_only,The Stuntman,,left_only
The Substance,The Substance,both,The Substance,,left_only
The Sun Is Also A Star,,left_only,The Sun Is Also A Star,,left_only
The Super,,left_only,The Super,,left_only
,The Surfer King,right_only,The Surfer King,,left_only
,The Sweet Hereafter,right_only,The Sweet Hereafter,The Sweet Hereafter,both
,The Taking Of Pelham One Two Three,right_only,The Taking Of Pelham One Two Three,,left_only
The Talented Mr Ripley,The Talented Mr Ripley,both,The Talented Mr Ripley,The Talented Mr Ripley,both
The Teachers Lounge,The Teachers Lounge,both,The Teachers Lounge,,left_only
The Tender Bar,,left_only,The Tender Bar,,left_only
The Terminator,,left_only,The Terminator,,left_only
The Texas Chain Saw Massacre,,left_only,The Texas Chain Saw Massacre,,left_only
The Theory Of Everything,The Theory Of Everything,both,The Theory Of Everything,The Theory Of Everything,both
,,,,The Thin Man,right_only
The Thin Red Line,,left_only,The Thin Red Line,,left_only
The Thing,The Thing,both,The Thing,The Thing,both
,The Things My Father Never Taught Me,right_only,The Things My Father Never Taught Me,,left_only
The Third Man,,left_only,The Third Man,The Third Man,both
The Thomas Crown Affair,,left_only,The Thomas Crown Affair,,left_only
,The Three Musketeers,right_only,The Three Musketeers,The Three Musketeers,both
,The Time Machine,right_only,The Time Machine,The Time Machine,both
The Tomorrow War,,left_only,The Tomorrow War,,left_only
,The Tourist,right_only,The Tourist,,left_only
The Town,The Town,both,The Town,,left_only
The Toy,,left_only,The Toy,,left_only
The Tragedy Of Macbeth,,left_only,The Tragedy Of Macbeth,,left_only
The Tree Of Life,,left_only,The Tree Of Life,,left_only
The Trial Of The Chicago 7,,left_only,The Trial Of The Chicago 7,,left_only
The Truman Show,The Truman Show,both,The Truman Show,The Truman Show,both
The Two Jakes,,left_only,The Two Jakes,,left_only
The Two Popes,,left_only,The Two Popes,,left_only
,The Ugly Truth,right_only,The Ugly Truth,,left_only
The Unborn,,left_only,The Unborn,,left_only
The Usual Suspects,The Usual Suspects,both,The Usual Suspects,The Usual Suspects,both
,,,,The Utah Murder Project,right_only
The Verdict,The Verdict,both,The Verdict,The Verdict,both
,The Village,right_only,The Village,,left_only
,,,,"The Village (originally ""the Woods"")",right_only
The Virgin Suicides,,left_only,The Virgin Suicides,,left_only
,The Visitor,right_only,The Visitor,,left_only
The Warriors,,left_only,The Warriors,,left_only
The Way Back,The Way Back,both,The Way Back,,left_only
,,,,The Wedding Crashers,right_only
,,,,"The Wedding Date (was ""something Borrowed"")",right_only
The Wedding Singer,,left_only,The Wedding Singer,,left_only
The Whale,,left_only,The Whale,,left_only
,The Whistleblower,right_only,The Whistleblower,,left_only
The White Ribbon,The White Ribbon,both,The White Ribbon,,left_only
The White Tiger,,left_only,The White Tiger,,left_only
The Wicker Man,,left_only,The Wicker Man,,left_only
The Wife,,left_only,The Wife,,left_only
The Wild Bunch,The Wild Bunch,both,The Wild Bunch,The Wild Bunch,both
,,,,The Wild One,right_only
The Wild Robot,,left_only,The Wild Robot,,left_only
The Witch,,left_only,The Witch,,left_only
The Witches,,left_only,The Witches,,left_only
,,,,The Witches Of Eastwick,right_only
The Wizard Of Oz,The Wizard Of Oz,both,The Wizard Of Oz,,left_only
The Wolf Of Wall Street,The Wolf Of Wall Street,both,The Wolf Of Wall Street,,left_only
The Wolverine,,left_only,The Wolverine,,left_only
The Woman King,,left_only,The Woman King,,left_only
,The Woodsman,right_only,The Woodsman,The Woodsman,both
The World Is Not Enough,The World Is Not Enough,both,The World Is Not Enough,,left_only
The Worlds End,,left_only,The Worlds End,,left_only
,The Wrestler,right_only,The Wrestler,,left_only
The X Files,,left_only,The X Files,,left_only
,The X Files Fight The Future,right_only,The X Files Fight The Future,,left_only
,,,,The X Files Movie,right_only
,,,,The Year Of Living Dangerously,right_only
,,,,The Zero Theorem,right_only
The Zone Of Interest,The Zone Of Interest,both,The Zone Of Interest,,left_only
Thelma & Louise,Thelma & Louise,both,Thelma & Louise,Thelma & Louise,both
There Will Be Blood,,left_only,There Will Be Blood,,left_only
,Theres Something About Mary,right_only,Theres Something About Mary,Theres Something About Mary,both
,They,right_only,They,,left_only
They Live,,left_only,They Live,,left_only
,,,,Thief,right_only
Thir13en Ghosts,,left_only,Thir13en Ghosts,Thir13en Ghosts,both
Thirteen,,left_only,Thirteen,,left_only
,Thirteen Days,right_only,Thirteen Days,Thirteen Days,both
,,,,Thirteen Ghosts,right_only
Thirteen Lives,,left_only,Thirteen Lives,,left_only
This Boys Life,This Boys Life,both,This Boys Life,This Boys Life,both
This Is 40,This Is 40,both,This Is 40,,left_only
Thor,Thor,both,Thor,,left_only
Thor Ragnarok,Thor Ragnarok,both,Thor Ragnarok,,left_only
Thoroughbreds,,left_only,Thoroughbreds,,left_only
Those Who Walk Away,,left_only,Those Who Walk Away,,left_only
Three Billboards Outside Ebbing Missouri,,left_only,Three Billboards Outside Ebbing Missouri,,left_only
Three Days Of Condor,,left_only,Three Days Of Condor,,left_only
Three Kings,Three Kings,both,Three Kings,Three Kings,both
,Three Kings (spoils Of War),right_only,Three Kings (spoils Of War),Three Kings (spoils Of War),both
,Three Men And A Baby,right_only,Three Men And A Baby,Three Men And A Baby,both
,,,,Three Thousand (filmed As Pretty Woman),right_only
Three Thousand Years Of Longing,,left_only,Three Thousand Years Of Longing,,left_only
Thunderball,,left_only,Thunderball,,left_only
,Thunderbirds,right_only,Thunderbirds,,left_only
,Thunderheart,right_only,Thunderheart,Thunderheart,both
Thx 1138,,left_only,Thx 1138,Thx 1138,both
Tick Tick Boom,,left_only,Tick Tick Boom,,left_only
,Ticker,right_only,Ticker,Ticker,both
Till,,left_only,Till,,left_only
,Timber Falls,right_only,Timber Falls,,left_only
,Tin Cup,right_only,Tin Cup,Tin Cup,both
Tin Men,Tin Men,both,Tin Men,Tin Men,both
Tinker Tailor Soldier Spy,Tinker Tailor Soldier Spy,both,Tinker Tailor Soldier Spy,,left_only
Titanic,Titanic,both,Titanic,Titanic,both
,Tmnt,right_only,Tmnt,,left_only
To All The Boys Ive Loved Before,,left_only,To All The Boys Ive Loved Before,,left_only
To Catch A Killer,,left_only,To Catch A Killer,,left_only
To Kill A Mockingbird,,left_only,To Kill A Mockingbird,To Kill A Mockingbird,both
,To Sleep With Anger,right_only,To Sleep With Anger,To Sleep With Anger,both
To Wong Foo Thanks For Everything Julie Newmar,,left_only,To Wong Foo Thanks For Everything Julie Newmar,,left_only
,Tombstone,right_only,Tombstone,Tombstone,both
Tomorrow Never Dies,Tomorrow Never Dies,both,Tomorrow Never Dies,,left_only
Toni Erdmann,,left_only,Toni Erdmann,Toni Erdmann,both
Tootsie,,left_only,Tootsie,Tootsie,both
Top Gun,Top Gun,both,Top Gun,Top Gun,both
Top Gun Maverick,,left_only,Top Gun Maverick,,left_only
Total Recall,Total Recall,both,Total Recall,,left_only
Totem,,left_only,Totem,,left_only
Touch Of Evil,,left_only,Touch Of Evil,,left_only
Tough Guys,,left_only,Tough Guys,,left_only
Tower Block,,left_only,Tower Block,,left_only
Tower Of Terror,,left_only,Tower Of Terror,,left_only
Toy Story,Toy Story,both,Toy Story,Toy Story,both
Toy Story 2,,left_only,Toy Story 2,,left_only
Toy Story 3,,left_only,Toy Story 3,,left_only
Toy Story 4,,left_only,Toy Story 4,,left_only
,Traffic,right_only,Traffic,Traffic,both
Training Day,Training Day,both,Training Day,Training Day,both
,Trainspotting,right_only,Trainspotting,Trainspotting,both
Trainwreck,,left_only,Trainwreck,Trainwreck,both
Transcendence,,left_only,Transcendence,,left_only
Transformers,,left_only,Transformers,,left_only
,Transformers The Movie,right_only,Transformers The Movie,Transformers The Movie,both
,Trap Livin,right_only,Trap Livin,,left_only
Tremors,Tremors,both,Tremors,Tremors,both
Triangle Of Sadness,,left_only,Triangle Of Sadness,,left_only
Trick R Treat,,left_only,Trick R Treat,,left_only
,Tristan And Isolde,right_only,Tristan And Isolde,,left_only
,Tron,right_only,Tron,Tron,both
Tron Legacy,Tron Legacy,both,Tron Legacy,,left_only
,Tropic Thunder,right_only,Tropic Thunder,,left_only
,Troy,right_only,Troy,Troy,both
,,,,True Believer,right_only
,,,,True Crime,right_only
True Grit,True Grit,both,True Grit,,left_only
True Lies,True Lies,both,True Lies,,left_only
True Romance,True Romance,both,True Romance,True Romance,both
Trumbo,,left_only,Trumbo,,left_only
Tucker And Dale Vs Evil,Tucker And Dale Vs Evil,both,Tucker And Dale Vs Evil,,left_only
Tully,,left_only,Tully,,left_only
Tusk,,left_only,Tusk,,left_only
Twelve Monkeys,,left_only,Twelve Monkeys,Twelve Monkeys,both
Twilight,Twilight,both,Twilight,,left_only
,Twilight New Moon,right_only,Twilight New Moon,,left_only
,Twin Peaks,right_only,Twin Peaks,,left_only
Twin Peaks Fire Walk With Me,,left_only,Twin Peaks Fire Walk With Me,Twin Peaks Fire Walk With Me,both
Twins,Twins,both,Twins,Twins,both
,Twister,right_only,Twister,,left_only
,Two For The Money,right_only,Two For The Money,Two For The Money,both
Tár,,left_only,Tár,,left_only
,U Turn,right_only,U Turn,U Turn,both
,,,,U Turn (stray Dogs),right_only
,Un Singe En Hiver,right_only,Un Singe En Hiver,,left_only
Unbreakable,Unbreakable,both,Unbreakable,Unbreakable,both
,,,,Unbroken,right_only
Uncle Buck,,left_only,Uncle Buck,,left_only
,Under Fire,right_only,Under Fire,Under Fire,both
Under Siege,,left_only,Under Siege,,left_only
Under The Silver Lake,,left_only,Under The Silver Lake,,left_only
Underwater,,left_only,Underwater,,left_only
Underworld,,left_only,Underworld,,left_only
Unforgiven,Unforgiven,both,Unforgiven,Unforgiven,both
,Unknown,right_only,Unknown,,left_only
,,,,Untitled 50 Cent Project (filmed As Get Rich Or Die Trying),right_only
,,,,Untraceable,right_only
Up,Up,both,Up,,left_only
Up In The Air,Up In The Air,both,Up In The Air,,left_only
Upgrade,,left_only,Upgrade,,left_only
Upstream Color,,left_only,Upstream Color,,left_only
Us,,left_only,Us,,left_only
V For Vendetta,V For Vendetta,both,V For Vendetta,,left_only
Vacancy,,left_only,Vacancy,,left_only
Vacation,,left_only,Vacation,,left_only
,Valentines Day,right_only,Valentines Day,,left_only
,Valkyrie,right_only,Valkyrie,,left_only
Van Helsing,,left_only,Van Helsing,,left_only
Vanilla Sky,Vanilla Sky,both,Vanilla Sky,,left_only
,,,,Vantage Point,right_only
Velvet Buzzsaw,,left_only,Velvet Buzzsaw,,left_only
Vengeance,,left_only,Vengeance,,left_only
Vertigo,Vertigo,both,Vertigo,Vertigo,both
,Very Bad Things,right_only,Very Bad Things,Very Bad Things,both
Vice,,left_only,Vice,,left_only
,,,,Vicky Cristina Barcelona,right_only
Victor Frankenstein,,left_only,Victor Frankenstein,,left_only
Victoria & Abdul,,left_only,Victoria & Abdul,,left_only
,Virtuosity,right_only,Virtuosity,Virtuosity,both
Vox Lux,,left_only,Vox Lux,,left_only
Wadjda,,left_only,Wadjda,,left_only
,Wag The Dog,right_only,Wag The Dog,Wag The Dog,both
Walk Hard The Dewey Cox Story,,left_only,Walk Hard The Dewey Cox Story,,left_only
,Walk To Remember A,right_only,Walk To Remember A,,left_only
,Walking Tall,right_only,Walking Tall,,left_only
Wall E,Wall E,both,Wall E,,left_only
Wall Street,Wall Street,both,Wall Street,Wall Street,both
,Wall Street Money Never Sleeps,right_only,Wall Street Money Never Sleeps,,left_only
Wanted,Wanted,both,Wanted,,left_only
War For The Planet Of The Apes,War For The Planet Of The Apes,both,War For The Planet Of The Apes,,left_only
,War Horse,right_only,War Horse,,left_only
War Of The Roses,,left_only,War Of The Roses,,left_only
War Of The Worlds,War Of The Worlds,both,War Of The Worlds,,left_only
,Warm Springs,right_only,Warm Springs,Warm Springs,both
Warrior,Warrior,both,Warrior,,left_only
Watchmen,Watchmen,both,Watchmen,,left_only
,Water For Elephants,right_only,Water For Elephants,,left_only
Waves,,left_only,Waves,,left_only
We Need To Talk About Kevin,,left_only,We Need To Talk About Kevin,,left_only
,We Own The Night,right_only,We Own The Night,,left_only
Wedding Crashers,,left_only,Wedding Crashers,,left_only
Weird Science,,left_only,Weird Science,,left_only
Weird The Al Yankovic Story,,left_only,Weird The Al Yankovic Story,,left_only
Were No Angels,,left_only,Were No Angels,,left_only
Wes Cravens New Nightmare,,left_only,Wes Cravens New Nightmare,Wes Cravens New Nightmare,both
West Side Story,,left_only,West Side Story,,left_only
Westworld,,left_only,Westworld,,left_only
,What About Bob,right_only,What About Bob,What About Bob,both
What Dreams May Come,,left_only,What Dreams May Come,,left_only
What Lies Beneath,What Lies Beneath,both,What Lies Beneath,What Lies Beneath,both
What They Had,,left_only,What They Had,,left_only
,,,,What To Expect When Youre Expecting,right_only
,When A Stranger Calls,right_only,When A Stranger Calls,When A Stranger Calls,both
When Harry Met Sally,When Harry Met Sally,both,When Harry Met Sally,When Harry Met Sally,both
Where The Day Takes You,,left_only,Where The Day Takes You,,left_only
Where The Wild Things Are,,left_only,Where The Wild Things Are,,left_only
Which Way Is Up,,left_only,Which Way Is Up,,left_only
,While She Was Out,right_only,While She Was Out,,left_only
,,,,While Were Young,right_only
While You Were Sleeping,,left_only,While You Were Sleeping,,left_only
Whiplash,Whiplash,both,Whiplash,Whiplash,both
,White Christmas,right_only,White Christmas,White Christmas,both
,White Jazz,right_only,White Jazz,,left_only
White Noise,,left_only,White Noise,,left_only
,White Squall,right_only,White Squall,,left_only
,Whiteout,right_only,Whiteout,,left_only
Whitney Houston I Wanna Dance With Somebody,,left_only,Whitney Houston I Wanna Dance With Somebody,,left_only
Who Framed Roger Rabbit,Who Framed Roger Rabbit,both,Who Framed Roger Rabbit,,left_only
,,,,Who Framed Roger Rabbit (who Shot Roger Rabbit),right_only
,Whos Your Daddy,right_only,Whos Your Daddy,,left_only
Wicked,Wicked,both,Wicked,,left_only
Wild,,left_only,Wild,,left_only
Wild At Heart,Wild At Heart,both,Wild At Heart,Wild At Heart,both
,Wild Hogs,right_only,Wild Hogs,,left_only
,Wild Things,right_only,Wild Things,Wild Things,both
,Wild Things Diamonds In The Rough,right_only,Wild Things Diamonds In The Rough,,left_only
,,,,Wild Things Diamonds In The Rough (was Rough Diamonds),right_only
,Wild Wild West,right_only,Wild Wild West,Wild Wild West,both
Wildlife,,left_only,Wildlife,,left_only
,Willow,right_only,Willow,Willow,both
Willy Wonka & The Chocolate Factory,,left_only,Willy Wonka & The Chocolate Factory,,left_only
,Win Win,right_only,Win Win,,left_only
,Wind Chill,right_only,Wind Chill,Wind Chill,both
Wind River,,left_only,Wind River,,left_only
Winters Tale,,left_only,Winters Tale,,left_only
Wise Guys,,left_only,Wise Guys,,left_only
,Withnail And I,right_only,Withnail And I,Withnail And I,both
Witness,Witness,both,Witness,Witness,both
Woman In Gold,,left_only,Woman In Gold,Woman In Gold,both
Women Talking,,left_only,Women Talking,,left_only
Wonder Boys,Wonder Boys,both,Wonder Boys,Wonder Boys,both
Wonder Woman,Wonder Woman,both,Wonder Woman,,left_only
,,,,Wonderstruck,right_only
Wonka,Wonka,both,Wonka,,left_only
Work It,,left_only,Work It,,left_only
Working Girl,,left_only,Working Girl,,left_only
,,,,Wreck It Ralph,right_only
Wrongfully Accused,,left_only,Wrongfully Accused,,left_only
X Men,X Men,both,X Men,X Men,both
X Men Days Of Future Past,,left_only,X Men Days Of Future Past,,left_only
,X Men Origins Wolverine,right_only,X Men Origins Wolverine,,left_only
X2 X Men United,,left_only,X2 X Men United,,left_only
Xxx,Xxx,both,Xxx,Xxx,both
,Year One,right_only,Year One,,left_only
,Yes Man,right_only,Yes Man,,left_only
,You Can Count On Me,right_only,You Can Count On Me,You Can Count On Me,both
You Were Never Really Here,,left_only,You Were Never Really Here,,left_only
,,,,Youll Never Die In This Town Again (kiss Kiss Bang Bang),right_only
Young Adult,,left_only,Young Adult,,left_only
Young Frankenstein,,left_only,Young Frankenstein,,left_only
Young Guns,,left_only,Young Guns,,left_only
Youre Next,,left_only,Youre Next,,left_only
,,,,Youth,right_only
Youth In Revolt,Youth In Revolt,both,Youth In Revolt,Youth In Revolt,both
,Youve Got Mail,right_only,Youve Got Mail,Youve Got Mail,both
Zathura A Space Adventure,,left_only,Zathura A Space Adventure,,left_only
Zebra Girl,Zebra Girl,both,Zebra Girl,,left_only
Zero Dark Thirty,Zero Dark Thirty,both,Zero Dark Thirty,,left_only
,Zerophilia,right_only,Zerophilia,,left_only
Zodiac,,left_only,Zodiac,,left_only
Zombieland,,left_only,Zombieland,,left_only
Zombieland Double Tap,,left_only,Zombieland Double Tap,,left_only
Zootopia,Zootopia,both,Zootopia,Zootopia,both
¡three Amigos,,left_only,¡three Amigos,,left_only
